Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61
280,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
281,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
282,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
283,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
284,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
285,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
286,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
287,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
288,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
289,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
290,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
291,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
292,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
293,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
294,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
295,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
296,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
297,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
298,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
299,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
300,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
301,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
302,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
303,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
304,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
305,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
306,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
307,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
308,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
309,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
310,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
311,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
312,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
313,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
314,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
315,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
316,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
317,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
318,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
319,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
320,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
321,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
322,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
323,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
324,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
325,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
326,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
327,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
328,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
329,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
330,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
331,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
332,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
333,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
334,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
335,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
336,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
337,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
338,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
339,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
340,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
341,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
342,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
343,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
344,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
345,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
346,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
347,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
348,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
349,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
350,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
351,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
352,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
353,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
354,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
355,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
356,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
357,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
358,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
359,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
360,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
361,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
362,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
363,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
364,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
365,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
366,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
367,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
368,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
369,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
370,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
371,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
372,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
373,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
374,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
375,,,,,,0,,0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,
